Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
HK5BLR4S,journalArticle,2021,"Saville, Jason D.; Foster, Lori L.",Does technology self-efficacy influence the effect of training presentation mode on training self-efficacy?,Computers in Human Behavior Reports,,2451-9588,10.1016/j.chbr.2021.100124,https://www.sciencedirect.com/science/article/pii/S2451958821000725,"With the amount of money organizations spend on training, leaders want to be sure they are providing the most effective learning experience possible. Innovative technologies are increasingly finding their way into training, creating new ways to deliver content. This raises questions about whether training presentation modes that vary in technological sophistication affect beliefs individuals form before training even begins. One such belief is training self-efficacy, which is known to influence learning outcomes. This experiment asked participants (N = 229) to review a cross-cultural training program flyer. Participants were randomly assigned to view one of four flyers, which described the training presentation mode as either using comic strips, videos, virtual reality, or did not mention a presentation mode for those in the control condition. Participants were asked to imagine what it would be like to participate in the training. They then completed a training self-efficacy scale measuring confidence in their ability to succeed in the program described on the flyer they reviewed. They also rated their technology self-efficacy. Results revealed technology self-efficacy partially moderated the effects of presentation mode on training self-efficacy. More specifically, people low in technology self-efficacy reacted with the least confidence about being able to learn through videos.",8/1/21,10/6/22 18:02,10/6/22 18:02,10/6/22 18:02,100124,,,4,,Computers in Human Behavior Reports,,,,,,,,en,,,,,ScienceDirect,,,,/Users/corymoore/Zotero/storage/7AHVXQTL/Saville_Foster_2021_Does technology self-efficacy influence the effect of training presentation.pdf; /Users/corymoore/Zotero/storage/EHVXWQU3/S2451958821000725.html,,,Training; Instruction method; Presentation mode; Technology self-efficacy; Training self-efficacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJYQDFTR,journalArticle,2021,"Ryu, Jae Hyun; Kim, Yun Beom; Jung, Tae Young; Ko, Woo Jin; Kim, Sun Il; Kwon, Dongdeuk; Kim, Duk Yoon; Oh, Tae Hee; Yoo, Tag Keun",Practice Patterns of Korean Urologists Regarding Positive Surgical Margins after Radical Prostatectomy: a Survey and Narrative Review,Journal of Korean Medical Science,,,10.3346/jkms.2021.36.e256,https://synapse.koreamed.org/articles/1147940,,9/2/21,10/6/22 18:02,10/6/22 18:02,10/6/22 18:02,,,41,36,,J Korean Med Sci,Practice Patterns of Korean Urologists Regarding Positive Surgical Margins after Radical Prostatectomy,,,,,,,,,,,,synapse.koreamed.org,,Publisher: The Korean Academy of Medical Sciences,,/Users/corymoore/Zotero/storage/ZA5Z8MVK/Ryu et al_2021_Practice Patterns of Korean Urologists Regarding Positive Surgical Margins.pdf; /Users/corymoore/Zotero/storage/F5SAQVV2/1147940.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GT4R365,journalArticle,2020,"Clarke, Samuel L.; Rhodes, Eric S.",Entrepreneurial apologies: The mediating role of forgiveness on future cooperation,Journal of Business Venturing Insights,,2352-6734,10.1016/j.jbvi.2019.e00147,https://www.sciencedirect.com/science/article/pii/S2352673419300691,"Entrepreneurs are expected to seek forgiveness from stakeholders for a transgression. While research has shown that apologies issued by entrepreneurs can be an effective tool for obtaining forgiveness, there is no assurance that an apology leading to stakeholder forgiveness will also necessarily restore future cooperation. We contend that entrepreneurial apologies are an effective mechanism for entrepreneurs to receive forgiveness and that forgiveness mediates the relationship between the apology and the restoration of future cooperation by reducing the amount of retributive justice sought by stakeholders. Quantitative analysis of data from a questionnaire administered to 268 U.S. university students and 120 U.S. participants on Mechanical Turk supports our contention, with participants found to be significantly more forgiving of an entrepreneurial transgression after receiving an apology and also more willing to engage in future cooperation with the new venture if forgiveness was restored. We also demonstrate the mediating effects of forgiveness on an apology, suggesting that restorative and retributive justice elements inherent in an apology interact to increase the overall effectiveness. Finally, it was also uncovered that compensation offers were significantly more restorative than non-explicit statements of contrition, explicit statements of contrition, empathy, and responsibility acknowledgements.",6/1/20,10/6/22 18:02,10/6/22 18:02,10/6/22 18:02,e00147,,,13,,Journal of Business Venturing Insights,Entrepreneurial apologies,,,,,,,en,,,,,ScienceDirect,,,,/Users/corymoore/Zotero/storage/IGI6FVNR/Clarke_Rhodes_2020_Entrepreneurial apologies.pdf; /Users/corymoore/Zotero/storage/VNZXQXKT/S2352673419300691.html,,,Cooperation; Apology; Forgiveness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QWS77KCV,journalArticle,2022,"Suyemoto, Karen L.; Abdullah, Tahirah; Godon-Decoteau, Danielle; Tahirkheli, Noor N.; Arbid, Natalie; Frye, Alice A.",Resistance and Empowerment Against Racism Scale,Technical Report,,,,http://doi.apa.org/getdoi.cfm?doi=10.1037/t82082-000,"Objectives: This study aimed to develop and validate the Resistance and Empowerment Against Racism (REAR) scale. Method: Fifty items developed through processes adapted from Consensual Qualitative Research were administered to a sample of 723 women and 230 men of color (Asian Americans, Black Americans, Latinx, and Native Americans). We employed exploratory and confirmatory factor analyses using stratified subsamples; examined construct validity of the final REAR scale and subscales; and evaluated 2-week test-retest reliability with a subsample. Results: Analyses supported a four-factor model, including Awareness and Relational Resistance; Participation in Resistance Activities and Organizations; Interpersonal Confrontation; and Leadership for Resistance. The REAR demonstrated good test-retest and internal reliability and construct validity. Conclusions: Use of the REAR may enable researchers and clinicians to examine how people of color proactively respond to racism through empowered action to challenge racism, and how these responses may moderate the negative effects of racism on psychological well-being.",2/14/22,10/6/22 18:02,10/22/22 19:06,10/6/22 18:02,,,,,,,,,,,,,,en,,,,,DOI.org (Crossref),,Type: dataset DOI: 10.1037/t82082-000,,/Users/corymoore/Zotero/storage/V5UWX4YF/Suyemoto et al. - 2022 - Resistance and Empowerment Against Racism Scale.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GI78PSPW,journalArticle,2018,"Belfi, Amy M.; Vessel, Edward A.; Starr, G. Gabrielle",Individual ratings of vividness predict aesthetic appeal in poetry,"Psychology of Aesthetics, Creativity, and the Arts",,1931-390X,10.1037/aca0000153,,"Poems are highly complex aesthetic objects that vary across both objective stimulus features and subjectively experienced qualities. This study sought to determine which of a subset of subjective qualities—vividness of imagery experienced in reading, valence, and arousal of perceived emotion in a poem’s content—most determine aesthetic appeal for two highly regularized genres: haiku and sonnet. Participants recruited online using Amazon’s Mechanical Turk read and rated haiku and sonnets on four characteristics: valence, arousal, vividness, and aesthetic appeal. Our results indicate that individuals vary greatly in experiencing aesthetic pleasure, with high disagreement about which poems they found most appealing. However, across participants, vividness of imagery was the strongest contributor to aesthetic pleasure, followed by valence and arousal. While individual poems vary greatly in their appeal to individual readers, individuals generally agree about the perceived emotional valence of poems in both genres. This study also characterized a stimulus set of haiku suitable for further experimentation in aesthetics or emotion research. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",2018,10/6/22 18:02,10/6/22 18:02,,341-350,,,12,,,,,,,,,,,,,,,APA PsycNet,,Place: US Publisher: Educational Publishing Foundation,,/Users/corymoore/Zotero/storage/CZZBH597/2017-53485-001.html,,,Reading; Pleasure; Aesthetics; Affective Valence; Emotion Recognition; Imagery; Physiological Arousal; Poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F84AN7D2,journalArticle,,"Fay, Doris; Strauss, Karoline; Schwake, Christopher; Urbach, Tina",Creating meaning by taking initiative: Proactive work behavior fosters work meaningfulness,Applied Psychology: An International Review,,1464-0597,10.1111/apps.12385,https://onlinelibrary.wiley.com/doi/abs/10.1111/apps.12385,"We argue that proactive work behavior's future orientation allows individuals to establish a connection with the future and thus to experience their work as meaningful. We further expect that this effect is enhanced when individuals are faced with an unpredictability of the future in their core job. We tested our hypotheses in three independent studies with employees. We first established the effect of proactive work behavior on work meaningfulness in a scenario-based experiment (n = 140). A second experiment (n = 116) replicated this and also demonstrated that the effect was not driven by the benefits of proactive work behavior to others. A daily diary study (n = 107, k = 391) showed that day-level proactive work behavior was positively associated with daily work meaningfulness and that this effect was again independent from having benefitted others. The results also confirmed that this relationship was stronger when an individual's job was characterized by unpredictability of the future. Our findings highlight the active role employees play for the experience of work as meaningful and suggests that encouraging proactive work behavior may be one avenue to promote work meaningfulness.",,10/6/22 18:02,10/22/22 13:11,10/6/22 18:02,,,n/a,n/a,,,Creating meaning by taking initiative,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/apps.12385,,/Users/corymoore/Zotero/storage/YVVG2D5C/Fay et al_Creating meaning by taking initiative.pdf; /Users/corymoore/Zotero/storage/R9RIYYI2/apps.html,,,diary study; proactive work behavior; unpredictability of future; work meaningfulness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IC8Y9RGJ,journalArticle,2014,"Fetzner, Mathew G.; Asmundson, Gordon J.G.; Carey, Cori; Thibodeau, Michel A.; Brandt, Chad; Zvolensky, Michael J.; Carleton, R. Nicholas",How Do Elements of a Reduced Capacity to Withstand Uncertainty Relate to the Severity of Health Anxiety?,Cognitive Behaviour Therapy,,1650-6073,10.1080/16506073.2014.929170,https://doi.org/10.1080/16506073.2014.929170,"Intolerance of uncertainty (IU)—a multidimensional cognitive vulnerability factor—is associated with a variety of anxiety disorders and health anxiety (HA). To date, few studies have assessed whether IU dimensions (prospective and inhibitory IU) are differentially associated with HA and whether their contributions are independent of anxiety sensitivity (AS). This study addressed these issues using independent community (n = 155; 81% women) and undergraduate (n = 560; 86% women) samples. Results indicated that prospective IU, but not inhibitory IU, had significant positive associations with HA in community dwellers and undergraduate students. AS somatic and cognitive concerns were also significant predictors among both samples. In addition, severity of IU dimensions among individuals reporting elevated HA were compared against individuals diagnosed with generalized anxiety disorder, social anxiety disorder, panic disorder, and obsessive–compulsive disorder. Results indicated minimal differences between those with elevated HA and each of the anxiety disorder diagnoses. Findings lend support to the unique transdiagnostic nature of IU and support commonalities between HA and anxiety disorders.",7/3/14,10/6/22 18:02,10/6/22 18:02,10/6/22 18:02,262-274,,3,43,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/16506073.2014.929170 PMID: 24961385,,,,,health anxiety; anxiety sensitivity; intolerance of uncertainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQNV43T4,journalArticle,2021,"Moon, Benjamin",Imposing Cognitive Load within Job Interviews: Targeting Applicant Deceptive IM through Cognitive Load Theory,Master's Theses,,,,https://prism.ucalgary.ca/handle/1880/113668,"Despite the problems associated with applicant deceptive impression management (IM) within job interviews, research on interventions to address the behaviour has not been promising. However, outside of job interview contexts, research has suggested that it is possible to reduce and better detect deceptive behaviour by imposing cognitive load onto individuals. Therefore, the main purpose of the study was to enhance our understanding of the role of cognitive load in deceptive IM within job interviews. More specifically, the study explored how cognitive load manipulations influence the mental capacities of honest applicants and those using deceptive IM, and how they react to these manipulations. The study also explored the effects of these manipulations on the detection rates of deceptive IM. University student participants (N = 238) were randomly assigned to mock interviews that either imposed or did not impose cognitive load, and they were also instructed to be either honest or use deceptive IM. The results of the thesis found that cognitive load manipulations were effective in increasing perceived cognitive load. Furthermore, there were mixed results on the effect of cognitive load manipulations on applicant reactions and interview performance. The cognitive load manipulations were also not effective in increasing the detection rates of deceptive IM to chance levels. Overall, the study helps advance theory on deceptive IM within job interview settings, and it also provides a potential tool for organizations in addressing the problematic behaviour.",7/21/21,10/6/22 18:02,10/22/22 20:02,10/6/22 18:02,,,,,,,Imposing Cognitive Load within Job Interviews,,,,,,,eng,"University of Calgary graduate students retain copyright ownership and moral rights for their thesis. You may use this material in any way that is permitted by the Copyright Act or through licensing that has been assigned to the document. For uses that are not allowable under copyright legislation or licensing, you are required to seek permission.",,,,prism.ucalgary.ca,,Accepted: 2021-07-27T17:29:16Z DOI: 10.11575/PRISM/39040,,/Users/corymoore/Zotero/storage/VZGFE5HP/Moon_2021_Imposing Cognitive Load within Job Interviews.pdf; /Users/corymoore/Zotero/storage/KIAGYTW8/113668.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NILMXK4P,journalArticle,2020,"Bromme, Laurits; Rothmund, Tobias; Caprara, Gian Vittorio",A translation and validation of the Perceived Political Self-Efficacy (P-PSE) Scale for the use in German samples,Measurement Instruments for the Social Sciences,,2523-8930,10.1186/s42409-020-00013-4,https://doi.org/10.1186/s42409-020-00013-4,"Caprara et al. (European Journal of Social Psychology 39:1002–1020, 2009) criticized existing measures of internal political efficacy for not taking into account psychological theories of self-efficacy and for the resulting low construct validity. As an alternative, they presented a ten-item measure called Perceived Political Self-Efficacy (P-PSE) Scale. Based on social cognitive theory, it adopts a psychological understanding of self-efficacy and captures the phenomenon in a more systematic and complete manner than previous measures of internal efficacy.",3/17/20,10/6/22 18:02,10/6/22 18:02,10/6/22 18:02,6,,1,2,,Meas Instrum Soc Sci,,,,,,,,en,,,,,Springer Link,,,,/Users/corymoore/Zotero/storage/XP45ZDD4/Bromme et al_2020_A translation and validation of the Perceived Political Self-Efficacy (P-PSE).pdf,,,Construct validity; Self-efficacy; Translation; Internal political efficacy; Political participation; Social cognitive theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9NNVQ4P3,conferencePaper,2015,"Shang, Rang-An; Chen, Yu-Chen; Chang, Je-Wei","Individual Attachment Style, Self-disclosure, and How People use Social Network",Multidisciplinary Social Networks Research,978-3-662-48319-0,,10.1007/978-3-662-48319-0_4,,"Social Network Site has been one of the fastest growing and popular applications in the Internet. People use SNS to maintain and enhance relationships with others. How they use SNS should be affected by how they evaluate social relationships with others, which is affected by individual attachment style. This study examined the impacts of individual attachment style on self-disclosure and user behavior in Facebook. The results of an online survey showed individual attachment style affects their posting and responding behaviors, willingness for self-disclosure also affected users posting, responding, and openness of their behavior.",2015,10/6/22 18:02,10/6/22 18:02,,45-59,,,,,,,Communications in Computer and Information Science,,,,Springer,"Berlin, Heidelberg",en,,,,,Springer Link,,,,"/Users/corymoore/Zotero/storage/FK469NU3/Shang et al_2015_Individual Attachment Style, Self-disclosure, and How People use Social Network.pdf",,,Attachment style; Self-disclosure; Social network service,"Wang, Leon; Uesugi, Shiro; Ting, I-Hsien; Okuhara, Koji; Wang, Kai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3S7E96YK,journalArticle,2015,"Ward, Cindy",When Does Sacrificing the Present for the Future or Sacrificing the Future for the Present Enhance Satisfaction With Life? Implicit Theories of Change and Stability Moderate the Effects of Temporal Focus on Life Satisfaction.,Dissertations,,,,https://scholars.wlu.ca/etd/1772,,1/1/15,10/6/22 18:02,10/22/22 17:02,,,,,,,,When Does Sacrificing the Present for the Future or Sacrificing the Future for the Present Enhance Satisfaction With Life?,,,,,,,,,,,,,,,,/Users/corymoore/Zotero/storage/NKJT24TM/1772.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQK3LUHQ,journalArticle,2018,"Cuganesan, Suresh; Steele, Cara; Hart, Alison",How senior management and workplace norms influence information security attitudes and self-efficacy,Behaviour & Information Technology,,0144-929X,10.1080/0144929X.2017.1397193,https://doi.org/10.1080/0144929X.2017.1397193,"Prior information security research establishes the need to investigate the informal factors that influence employee attitudes and self-efficacy beliefs about information security. Two informal workplace dynamics that are particularly important for how employees think about information security comprise senior management support and workplace norms. However, there are limitations to empirical research to date on these constructs, including conflicting evidence on the relationship between senior management support and information security attitudes and a lack of research on how norms impact self-efficacy beliefs. Also, although some studies suggest that norms might play a mediating role between information security attitudes, self-efficacy beliefs and their (informal and formal) antecedents, empirical research is yet to investigate these possibilities. Consequently, this study considers the relationships between senior management support, norms, formal controls and information security attitudes and self-efficacy beliefs. It comprises a cross-sectional survey of employees at a law enforcement organisation. Results indicate the central role that norms have on employee information security attitudes and self-efficacy beliefs including their direct and mediating role. In addition, the study highlights the important role that senior management support has on employees’ thinking about information security.",1/2/18,10/6/22 18:09,10/6/22 18:09,10/6/22 18:09,50-65,,1,37,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/0144929X.2017.1397193,,/Users/corymoore/Zotero/storage/YGMMRYYI/Cuganesan et al_2018_How senior management and workplace norms influence information security.pdf,,,Information security; control mechanisms; employee attitudes; senior management; workplace norms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZER9AQI3,journalArticle,2021,"Ullah, Saif; Raza, Basharat; Ali, Wasif; Amjad, Sana Amjad; Jadoon, Atif Khan",Linking Self-efficacy and Organizational Citizenship Behavior: A Moderated Mediation Model,International Journal of Organizational Leadership,,2383-1103,,http://www.ijol.cikd.ca/article_60576.html,"This study investigates the relationship between self-efficacy and Organization Citizenship Behavior (OCB), moderated by incivility and mediated by pro-social motivation. Self-efficacy is the employee's belief in him about his skills to perform tasks in different situations. The direct and indirect effects of self-efficacy of teachers towards their OCB through prosocial motivation have been observed in this study. For this purpose, data has been collected through questionnaires (N = 301) using convenience sampling in three-time phases with two weeks gaps between each phase. SPSS 22.0 and Amos 22.0 were used along with Process by Hayes for moderated mediation analysis. The results indicate that self-efficacy leads to organizational citizenship behavior (OCB) and pro-social motivation, moderated by incivility and mediated by pro-social motivation. In a nutshell, this study demonstrates self-efficacy enhances pro-social motivation and OCB within academic settings with reference to Pakistan, advocating that if teachers are confident to perform a task, they can also demonstrate their extra-role behavior. The present study contributes to the literature by analyzing the novel framework within the Pakistan context. The mediating effect of prosocial motivation between teachers’ self-efficacy and OCB has not been discussed in the prior studies. The implications, discussion, and conclusion are also discussed.",8/16/21,10/6/22 18:09,10/6/22 18:09,10/6/22 18:09,233-247,,3,10,,,Linking Self-efficacy and Organizational Citizenship Behavior,,,,,,,en-US,,,,,www.ijol.cikd.ca,,,,/Users/corymoore/Zotero/storage/L5DXHT6A/article_60576_0.html; /Users/corymoore/Zotero/storage/6Y54Z9BN/Ullah et al_2021_Linking Self-efficacy and Organizational Citizenship Behavior.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2LZG88A,journalArticle,2021,"Bush, John T.; Welsh, David T.; Baer, Michael D.; Waldman, David",Discouraging unethicality versus encouraging ethicality: Unraveling the differential effects of prevention- and promotion-focused ethical leadership,Personnel Psychology,,1744-6570,10.1111/peps.12386,https://onlinelibrary.wiley.com/doi/abs/10.1111/peps.12386,"Theory on the impact of ethical leadership has traditionally been based on a deontological approach to morality. Underlying this perspective is the assumption that all leader behaviors that encourage “normatively appropriate conduct” will influence followers in a similar fashion. Put differently, the current consensus seems to suggest that actions that focus on preventing unethical behavior—attending to “the wrong”—will have the same impact as actions that focus on promoting ethical behavior—attending to “the right.” Taking a within-person approach, we draw upon social exchange theory to challenge this consensus and build theory that suggests a follower's felt trust from their leader will be differentially impacted by prevention- versus promotion-focused ethical leadership. We also explore how these different types of ethical leadership may indirectly, through felt trust, impact citizenship behavior and counterproductive work behavior. Finally, we consider how the role of the “moral manager” may interact with the “moral person” by identifying leader moral hypocrisy as an important between-person moderator of these effects. Given the importance of ethical decision-making in organizations and the calls for increased ethical leadership, our findings have important implications for both theory and practice.",2021,10/6/22 18:09,10/6/22 18:09,10/6/22 18:09,29-54,,1,74,,,Discouraging unethicality versus encouraging ethicality,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/peps.12386,,/Users/corymoore/Zotero/storage/DCUM4K72/Bush et al_2021_Discouraging unethicality versus encouraging ethicality.pdf; /Users/corymoore/Zotero/storage/L9RV5NGD/peps.html,,,ethical leadership; counterproductive behavior; citizenship behavior; experience sampling methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALCGLDB,journalArticle,2022,"Kelley, Heather H.; Dollahite, David C.; James, Spencer; Marks, Loren D.",Changes in Spiritual Practices and Relational Well-Being During the COVID-19 Pandemic,Marriage & Family Review,,0149-4929,10.1080/01494929.2021.2022563,https://doi.org/10.1080/01494929.2021.2022563,"Given disruptions to families’ routines and processes wrought by the COVID-19 pandemic, this article explores associations between changes in the frequency of spiritual practices and relational well-being during COVID-19. Using a survey of 1,510 adults in the United States administered during the summer of 2020, we employed a mixed methods approach. Significant associations were found between the frequency of engaging in spiritual practices and relational well-being. Specifically, engaging in spiritual practices was associated with increased emotional closeness and a greater likelihood of reporting a positive lasting effect of the pandemic on family relationships. Our findings suggest that some families and individuals may find that engaging in individual or group spiritual practices, including yoga and meditation, mindfulness, and enjoying nature, fostered resilience and growth during the pandemic.",2/27/22,10/6/22 18:09,10/6/22 18:09,10/6/22 18:09,24-Jan,,0,0,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/01494929.2021.2022563,,,,,COVID-19; mixed methods; family; family closeness; spiritual practices; spirituality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASFDY2QK,journalArticle,2021,"Oguro, Nao; Suzuki, Ryo; Yajima, Nobuyuki; Sakurai, Kosuke; Wakita, Takafumi; Hall, Mark A.; Kurita, Noriaki",The impact that family members’ health care experiences have on patients’ trust in physicians,BMC Health Services Research,,1472-6963,10.1186/s12913-021-07172-y,https://doi.org/10.1186/s12913-021-07172-y,"A family member’s negative experiences with medical care have long-term effects on a patient’s attitudes and emotions. However, the impact of family members’ experiences on patients’ trust in their own physicians and in physicians generally is poorly understood. This study aims to quantify these associations.",10/19/21,10/6/22 18:09,10/6/22 18:09,10/6/22 18:09,1122,,1,21,,BMC Health Services Research,,,,,,,,,,,,,BioMed Central,,,,/Users/corymoore/Zotero/storage/9G4FXHLK/Oguro et al_2021_The impact that family members’ health care experiences have on patients’ trust.pdf; /Users/corymoore/Zotero/storage/8RZ7YZK6/s12913-021-07172-y.html,,,Dissatisfaction; Japan; Physicians; Family experience; Medical care; Non-communicable disease; Physician trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I479ZNAY,journalArticle,2022,"Griffin-Mathieu, Gabrielle; Haward, Ben; Tatar, Ovidiu; Zhu, Patricia; Perez, Samara; Shapiro, Gilla K.; McBride, Emily; Thompson, Erika L.; Smith, Laurie W.; Lofters, Aisha K.; Daley, Ellen M.; Guichon, Juliet R.; Waller, Jo; Steben, Marc; Decker, Kathleen M.; Mayrand, Marie-Hélène; Brotherton, Julia M. L.; Ogilvie, Gina S.; Zimet, Gregory D.; Norris, Teresa; Rosberger, Zeev",Ensuring a successful transition from Pap to HPV-based primary screening in Canada: a study protocol to investigate the psychosocial correlates of women’s screening intentions,Preprint,,,10.1101/2022.03.28.22272903,https://www.medrxiv.org/content/10.1101/2022.03.28.22272903v2,"Introduction The Human Papillomavirus (HPV) test has emerged as a significant improvement over cytology for primary cervical cancer screening. In Canada, provinces and territories are moving towards implementing HPV testing in cervical cancer screening programs. While an abundance of research exists on the benefits of HPV-based screening, there is a dearth of research examining women’s understanding of HPV testing. In other countries, failure to adequately address women’s concerns about changes has disrupted implementation of HPV-based screening. This study protocol describes a multi-step approach to develop psychometrically valid measures and to investigate psychosocial correlates of women’s intentions to participate in HPV-based cervical cancer screening. Materials and Methods We conducted a web-based survey of Canadian women to assess the acceptability and feasibility of a questionnaire, including validation of scales examining: cervical cancer knowledge, HPV testing knowledge, HPV testing attitudes and beliefs, and HPV test self-sampling attitudes and beliefs. Preferences for cervical cancer screening were assessed using Best-Worst Scaling methodology.A second web-based survey will be administered to a national sample of Canadian women in June-July of 2022 using the validated scales. Differences in the knowledge, attitudes, beliefs, and preferences of women who are currently either underscreened or adequately screened for cervical cancer will be examined through bivariate analyses. Multinomial logistic regression will be used to estimate the associations between psychosocial and sociodemographic factors and intentions to screen using HPV-based screening. Study Impact and Dissemination Findings will provide direction for Canadian public health authorities to align guidelines to address women’s concerns and optimize acceptability and uptake of HPV-based primary screening. Validated scales can be used by other researchers to improve and standardize measurement of psychosocial factors impacting HPV test acceptability. Study results will be disseminated through peer-reviewed journal articles, conference presentations, and direct communication with researchers, clinicians, policymakers, media, and specialty organizations.",4/5/22,10/6/22 18:09,10/22/22 19:02,10/6/22 18:09,,,,,,,Ensuring a successful transition from Pap to HPV-based primary screening in Canada,,,,,,,en,"© 2022, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/",,,,medRxiv,,Pages: 2022.03.28.22272903,,/Users/corymoore/Zotero/storage/I7EA7GSF/Griffin-Mathieu et al_2022_Ensuring a successful transition from Pap to HPV-based primary screening in.pdf; /Users/corymoore/Zotero/storage/6NCZIE7P/2022.03.28.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J7F6VIJE,journalArticle,,"Avagyan, Vardan; Camacho, Nuno",The Role of Scenario Presentation in the Selection of Innovation Projects,Preprint,,,,,,,10/6/22 18:09,10/29/22 18:00,,76,,,,,,,,,,,,,en,,,,,Zotero,,,,/Users/corymoore/Zotero/storage/PFSBUZQF/Avagyan and Camacho - The Role of Scenario Presentation in the Selection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB7XA8C6,journalArticle,2021,"Veirman, Elke; Ryckeghem, Dimitri M. L. Van; Verleysen, Gregory; Paepe, Annick L. De; Crombez, Geert",What do alexithymia items measure? A discriminant content validity study of the Toronto-alexithymia-scale–20,PeerJ,,2167-8359,10.7717/peerj.11639,https://peerj.com/articles/11639,"Background Questions have been raised about whether items of alexithymia scales assess the construct alexithymia and its key features, and no other related constructs. This study assessed the (discriminant) content validity of the most widely used alexithymia scale, i.e., the Toronto Alexithymia Scale (TAS-20). Methods Participants (n = 81) rated to what extent TAS-20 items and items of related constructs were relevant for assessing the constructs ‘alexithymia’, ‘difficulty identifying feelings’, ‘difficulty describing feelings’, ‘externally-oriented thinking’, ‘limited imaginal capacity’, ‘anxiety’, ‘depression’, and ‘health anxiety’. Results Results revealed that, overall, the TAS-20 did only partly measure ‘alexithymia’. Only the subscales ‘difficulty identifying feelings’ and ‘difficulty describing feelings’ represented ‘alexithymia’ and their intended construct, although some content overlap between these subscales was found. In addition, some items assessed (health) anxiety equally well or even better. Conclusions Revision of the TAS-20 is recommended to adequately assess all key features of alexithymia. Findings with the TAS-20 need to be interpreted with caution in people suffering from medical conditions.",6/29/21,10/6/22 18:09,10/6/22 18:09,10/6/22 18:09,e11639,,,9,,PeerJ,What do alexithymia items measure?,,,,,,,en,,,,,peerj.com,,Publisher: PeerJ Inc.,,/Users/corymoore/Zotero/storage/IM2FMMBN/11639.html; /Users/corymoore/Zotero/storage/YFQGD3Y2/Veirman et al_2021_What do alexithymia items measure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
